"w1","w0"
"who","visited"
"who","watched"
"who","win"
"who","wore"
"whole","is"
"whole","year"
"whose","are"
"whose","son"
"why","else"
"why","oh"
"widely","known"
"wife","he"
"wifi","and"
"wild","card"
"wild","things"
"win","their"
"win","was"
"wind","in"
"window","is"
"window","on"
"wins","at"
"wisdom","to"
"wish","people"
"wish","someone"
"wish","theyd"
"wish","was"
"with","al"
"with","almost"
"with","baking"
"with","boys"
"with","breast"
"with","dad"
"with","down"
"with","drugs"
"with","english"
"with","everybody"
"with","fear"
"with","games"
"with","ginger"
"with","girls"
"with","honey"
"with","ink"
"with","justin"
"with","k"
"with","next"
"with","nick"
"with","online"
"with","parchment"
"with","potato"
"with","regular"
"with","romney"
"with","ryan"
"with","sauce"
"with","snow"
"with","somebody"
"with","steve"
"with","straight"
"with","text"
"with","video"
"with","warm"
"with","where"
"with","while"
"without","for"
"without","losing"
"women","had"
"wonderful","as"
"wonderful","in"
"wont","forget"
"wont","it"
"wont","like"
"word","a"
"words","cant"
"words","if"
"words","they"
"wore","on"
"work","can"
"work","into"
"work","next"
"work","than"
"work","w"
"worked","his"
"worked","i"
"worked","there"
"workers","from"
"workin","on"
"working","but"
"working","families"
"working","hours"
"working","today"
"workouts","and"
"works","just"
"works","this"
"world","famous"
"worse","when"
"worth","living"
"would","grow"
"would","his"
"would","hope"
"would","no"
"would","on"
"would","respond"
"would","some"
"would","someone"
"would","understand"
"would","wake"
"wouldnt","make"
"wouldnt","work"
"wounds","and"
"wow","wow"
"wrap","around"
"wrap","it"
"writer","to"
"writing","style"
"wrong","c"
"wrong","direction"
"wrote","down"
"ya","but"
"ya","go"
"ya","me"
"ya","you"
"yards","for"
"yards","the"
"yea","we"
"yeah","for"
"yeah","rt"
"year","alone"
"year","did"
"year","hes"
"year","high"
"year","how"
"year","last"
"year","sentence"
"year","who"
"year","why"
"yearold","student"
"years","resolutions"
"years","some"
"years","thats"
"yes","what"
"yes","when"
"yesterday","is"
"yet","here"
"yet","our"
"yet","theres"
"yet","were"
"yet","with"
"you","awesome"
"you","brother"
"you","couldnc"
"you","dance"
"you","deal"
"you","each"
"you","fit"
"you","gain"
"you","grab"
"you","ha"
"you","heading"
"you","high"
"you","hurt"
"you","include"
"you","kids"
"you","kindly"
"you","lmao"
"you","o"
"you","place"
"you","quit"
"you","recognize"
"you","stronger"
"you","tryna"
"youngest","daughter"
"your","an"
"your","avi"
"your","bday"
"your","before"
"your","being"
"your","biz"
"your","boys"
"your","camera"
"your","case"
"your","client"
"your","comfort"
"your","concert"
"your","drink"
"your","get"
"your","go"
"your","greatest"
"your","ipad"
"your","journey"
"your","memory"
"your","mistakes"
"your","mum"
"your","online"
"your","opinions"
"your","presentation"
"your","property"
"your","purpose"
"your","schedule"
"your","seat"
"your","shoulder"
"your","table"
"your","town"
"your","vacation"
"your","wardrobe"
"your","would"
"youre","only"
"youre","tired"
"youre","your"
"yours","you"
"yourself","its"
"youtube","to"
"yup","i"
"zone","of"
"a","above"
"a","biography"
"a","blues"
"a","bouquet"
"a","breakout"
"a","breakthrough"
"a","brew"
"a","bribe"
"a","built"
"a","bundle"
"a","chart"
"a","chemical"
"a","chip"
"a","clichc"
"a","coin"
"a","columbus"
"a","confident"
"a","confusing"
"a","convention"
"a","conventional"
"a","cousin"
"a","crop"
"a","damp"
"a","damper"
"a","decisive"
"a","deck"
"a","defendant"
"a","demand"
"a","demon"
"a","depth"
"a","detroit"
"a","dip"
"a","distinction"
"a","drought"
"a","earlier"
"a","faith"
"a","farmer"
"a","finding"
"a","fixture"
"a","forward"
"a","fourgame"
"a","frustrated"
"a","functional"
"a","gangsta"
"a","gifted"
"a","glove"
"a","glowing"
"a","gm"
"a","goes"
"a","haven"
"a","heavily"
"a","hectic"
"a","height"
"a","hiatus"
"a","hipster"
"a","id"
"a","interview"
"a","investigation"
"a","lastminute"
"a","lb"
"a","lift"
"a","lime"
"a","logo"
"a","mainstream"
"a","makes"
"a","martini"
"a","mechanical"
"a","membership"
"a","milestone"
"a","misunderstanding"
"a","mixer"
"a","mouthful"
"a","nazi"
"a","nest"
"a","nifty"
"a","packet"
"a","paragraph"
"a","parked"
"a","partisan"
"a","pastry"
"a","patent"
"a","patients"
"a","pdf"
"a","pension"
"a","personalized"
"a","pickle"
"a","playlist"
"a","podcast"
"a","polite"
"a","portfolio"
"a","pregnant"
"a","previously"
"a","principle"
"a","probe"
"a","promo"
"a","prophet"
"a","prosecutor"
"a","proven"
"a","ps"
"a","psychiatrist"
"a","purely"
"a","razor"
"a","religion"
"a","reserve"
"a","resort"
"a","retirement"
"a","risky"
"a","rogue"
"a","rotation"
"a","sailor"
"a","scientific"
"a","seizure"
"a","sentiment"
"a","seven"
"a","similarly"
"a","sitcom"
"a","sixmonth"
"a","skype"
"a","slate"
"a","spa"
"a","sprint"
"a","storage"
"a","straightforward"
"a","structure"
"a","subsequent"
"a","sun"
"a","superb"
"a","swim"
"a","swirl"
"a","sympathetic"
"a","symptom"
"a","tangle"
"a","teamhigh"
"a","tentative"
"a","thief"
"a","thorn"
"a","throwback"
"a","toilet"
"a","turning"
"a","twisted"
"a","twotime"
"a","voluntary"
"a","yarder"
"about","back"
"about","building"
"about","buying"
"about","jesus"
"about","many"
"about","mins"
"about","public"
"about","spending"
"about","through"
"about","up"
"about","work"
"above","average"
"above","but"
"above","its"
"above","us"
"acrylic","paint"
"act","no"
"act","with"
"act","would"
"action","at"
"actions","that"
"activist","and"
"activists","in"
"activities","include"
"activity","on"
"activity","the"
"ad","is"
"adam","wainwright"
"administration","which"
"adopted","a"
"ads","that"
"advantage","for"
"advantage","to"
"advice","about"
"advice","or"
"advice","that"
"advisory","group"
"advocacy","groups"
"afraid","the"
"africa","in"
"africa","the"
"after","almost"
"after","breaking"
"after","finding"
"after","listening"
"after","not"
"after","pleading"
"after","surgery"
"after","world"
"again","of"
"against","our"
"against","people"
"against","who"
"age","groups"
"age","where"
"agents","to"
"ago","about"
"agriculture","and"
"ah","ah"
"ahead","as"
"ahead","the"
"aimed","to"
"aiming","to"
"air","for"
"air","when"
"airlines","have"
"airport","i"
"alarm","goes"
"album","cover"
"album","release"
"aldridge","said"
"alicia","keys"
"alive","for"
"almond","milk"
"almost","have"
"almost","home"
"almost","i"
"almost","nothing"
"almost","ready"
"alone","when"
"along","side"
"already","did"
"already","its"
"already","own"
"already","thanks"
"also","began"
"also","bought"
"also","bring"
"also","but"
"also","given"
"also","ordered"
"also","provide"
"also","scored"
"also","serves"
"also","should"
"also","signed"
"also","spoke"
"also","up"
"alternative","for"
"although","many"
"always","always"
"always","being"
"always","believed"
"always","bring"
"always","c"
"always","forget"
"always","here"
"always","interested"
"always","known"
"always","leave"
"always","some"
"always","we"
"always","what"
"alzheimers","disease"
"am","amazed"
"am","because"
"am","confident"
"am","edt"
"am","finding"
"am","inspired"
"am","its"
"am","last"
"am","said"
"am","super"
"am","surprised"
"am","wearing"
"am","wondering"
"amazing","person"
"amazing","voice"
"amend","the"
"america","we"
"america","where"
"american","girl"
"americas","most"
"amidst","the"
"among","people"
"amount","and"
"amount","for"
"amount","that"
"amount","the"
"an","abstract"
"an","adaptation"
"an","adjustment"
"an","amateur"
"an","architect"
"an","audio"
"an","escape"
"an","estimate"
"an","infection"
"an","injunction"
"an","interior"
"an","iv"
"an","obstacle"
"an","only"
"an","opera"
"an","oral"
"an","outline"
"an","overview"
"an","rt"
"an","uncertain"
"an","undergraduate"
"an","updated"
"an","urgent"
"an","xbox"
"analysis","is"
"analysts","expect"
"and","abandoned"
"and","advertising"
"and","argued"
"and","aroma"
"and","ashley"
"and","aside"
"and","auto"
"and","avenue"
"and","awards"
"and","bars"
"and","behavioral"
"and","beverages"
"and","burgers"
"and","cable"
"and","cancer"
"and","cards"
"and","celebrating"
"and","cents"
"and","champagne"
"and","chile"
"and","climb"
"and","climbing"
"and","colored"
"and","compare"
"and","complicated"
"and","conference"
"and","contact"
"and","convenience"
"and","core"
"and","costly"
"and","crashed"
"and","critical"
"and","damn"
"and","daniel"
"and","dates"
"and","davis"
"and","dealing"
"and","deciding"
"and","declined"
"and","democracy"
"and","destroyed"
"and","detailed"
"and","diane"
"and","directly"
"and","diverse"
"and","donate"
"and","drank"
"and","duck"
"and","dust"
"and","e"
"and","el"
"and","elizabeth"
"and","encourages"
"and","environment"
"and","escape"
"and","expectations"
"and","eye"
"and","fail"
"and","fed"
"and","figures"
"and","flexibility"
"and","frozen"
"and","gather"
"and","gear"
"and","ginger"
"and","glue"
"and","gm"
"and","graduated"
"and","grandchildren"
"and","grey"
"and","ground"
"and","guard"
"and","guide"
"and","ham"
"and","harder"
"and","hats"
"and","healthcare"
"and","homemade"
"and","ian"
"and","identity"
"and","idk"
"and","image"
"and","impact"
"and","implement"
"and","improving"
"and","indian"
"and","ingredients"
"and","intriguing"
"and","involved"
"and","ipad"
"and","israel"
"and","jacob"
"and","jane"
"and","jonathan"
"and","joshua"
"and","kicked"
"and","lasting"
"and","lights"
"and","lines"
"and","lows"
"and","lyrics"
"and","materials"
"and","meals"
"and","museums"
"and","notes"
"and","opening"
"and","operates"
"and","pension"
"and","person"
"and","photo"
"and","plants"
"and","plot"
"and","policies"
"and","ps"
"and","r"
"and","recreational"
"and","remind"
"and","reporters"
"and","respond"
"and","responsibility"
"and","resume"
"and","retail"
"and","rob"
"and","ron"
"and","rules"
"and","salsa"
"and","sausage"
"and","scientists"
"and","sean"
"and","secret"
"and","sen"
"and","sensitive"
"and","shine"
"and","showing"
"and","silent"
"and","sliced"
"and","smoked"
"and","solutions"
"and","spa"
"and","square"
"and","sticking"
"and","surely"
"and","surprise"
"and","tan"
"and","tasty"
"and","tender"
"and","themselves"
"and","tomato"
"and","torture"
"and","tourism"
"and","triple"
"and","unusual"
"and","values"
"and","voted"
"and","websites"
"and","whilst"
"and","whole"
"and","yoga"
"anderson","and"
"angel","in"
"angeles","in"
"angeles","police"
"angry","that"
"animal","in"
"animal","shelter"
"another","a"
"another","country"
"another","couple"
"another","hours"
"another","important"
"another","question"
"another","this"
"another","we"
"answers","in"
"antidote","to"
"any","fun"
"any","takers"
"anyone","c"
"anything","because"
"anything","im"
"anything","its"
"anything","special"
"anyway","he"
"apart","but"
"apart","in"
"apology","to"
"april","nd"
"april","was"
"are","believed"
"are","brought"
"are","caught"
"are","cheap"
"are","closing"
"are","dark"
"are","drawn"
"are","easier"
"are","exactly"
"are","exceptions"
"are","first"
"are","funded"
"are","guys"
"are","honored"
"are","hungry"
"are","largely"
"are","loaded"
"are","lower"
"are","mad"
"are","outside"
"are","perhaps"
"are","placed"
"are","provided"
"are","rarely"
"are","receiving"
"are","sexy"
"area","you"
"arent","even"
"arent","so"
"army","to"
"around","after"
"around","percent"
"art","from"
"art","has"
"art","institute"
"article","said"
"artists","like"
"as","adults"
"as","because"
"as","could"
"as","expensive"
"as","gifts"
"as","go"
"as","id"
"as","obama"
"as","points"
"as","up"
"aside","in"
"ask","of"
"ask","whether"
"asked","and"
"asked","myself"
"at","before"
"at","cal"
"at","can"
"at","close"
"at","columbia"
"at","cost"
"at","eight"
"at","god"
"at","golden"
"at","haha"
"at","harvard"
"at","hes"
"at","hope"
"at","math"
"at","mcdonalds"
"at","place"
"at","southern"
"at","thats"
"at","top"
"at","union"
"at","world"
"ate","some"
"atlantic","ocean"
"audience","a"
"august","a"
"august","in"
"authorized","by"
"authorized","the"
"ave","the"
"avengers","is"
"aversion","to"
"aw","thank"
"away","any"
"away","how"
"away","said"
"awesome","c"
"awesome","just"
"awesome","of"
"babe","ruth"
"baby","but"
"baby","she"
"back","go"
"back","his"
"back","last"
"back","love"
"back","more"
"back","n"
"back","story"
"back","their"
"back","which"
"background","checks"
"bad","days"
"bad","way"
"badge","on"
"bag","is"
"bag","on"
"bags","are"
"bags","in"
"bags","to"
"bail","out"
"bake","and"
"bake","the"
"baked","in"
"balance","is"
"balboa","park"
"bands","in"
"bands","that"
"bang","bang"
"bank","for"
"bankruptcy","and"
"bankruptcy","filing"
"banks","of"
"bar","it"
"bar","tonight"
"bases","loaded"
"basic","and"
"basis","the"
"basking","in"
"bathing","suit"
"bay","the"
"be","also"
"be","beautiful"
"be","content"
"be","continued"
"be","developed"
"be","divided"
"be","drafted"
"be","due"
"be","during"
"be","engaged"
"be","have"
"be","him"
"be","improved"
"be","inside"
"be","later"
"be","launched"
"be","lazy"
"be","listed"
"be","lovely"
"be","low"
